timestamp_ms,used_main_memory,used_secondary_memory,cache_hits,cache_misses
5325079,8,0,85662,7
5325090,8,0,86594,7
5325100,8,0,87467,7
5325111,8,0,88487,7
5325121,8,0,89558,7
5325133,8,0,91044,7
5325143,8,0,91895,7
5325154,8,0,92910,7
5325165,8,0,93285,7
5325176,8,0,93512,7
5325187,8,0,94789,7
5325198,8,0,95939,7
5325208,8,0,97262,7
5325219,8,0,98614,7
5325230,8,0,99325,7
5325240,8,0,100231,7
5325250,8,0,101534,7
5325261,8,0,102393,7
5325271,8,0,103476,7
5325282,8,0,104216,7
5325292,8,0,104900,7
5325302,8,0,105782,7
5325313,8,0,106614,7
5325323,8,0,107532,7
5325333,8,0,108713,7
5325344,8,0,109792,7
5325354,8,0,111011,7
5325365,8,0,111623,7
5325376,8,0,112217,7
5325386,8,0,113356,7
5325397,8,0,114656,7
5325407,8,0,115768,7
5325418,8,0,116837,7
5325428,8,0,117926,7
5325438,8,0,118931,7
5325449,8,0,120065,7
5325459,8,0,121037,7
5325470,8,0,122400,7
5325480,8,0,123516,7
5325491,8,0,124655,7
5325501,8,0,125507,7
5325511,8,0,126711,7
5325522,8,0,127805,7
5325532,8,0,128790,7
5325543,8,0,130167,7
5325553,8,0,130972,7
5325564,8,0,131923,7
5325574,8,0,133070,7
5325585,8,0,134132,7
5325595,8,0,135569,7
5325607,8,0,136818,7
5325617,8,0,138011,7
5325628,8,0,138061,7
5325639,8,0,138897,7
5325649,8,0,139878,7
5325660,8,0,140904,7
5325671,8,0,142025,7
5325682,8,0,142966,7
5325692,8,0,143945,7
5325703,8,0,145193,7
5325713,8,0,146158,7
5325723,8,0,147218,7
5325733,8,0,148259,7
5325744,8,0,149374,7
5325754,8,0,150670,7
5325766,8,0,151946,7
5325776,8,0,152849,7
5325786,8,0,153973,7
5325797,8,0,154989,7
5325807,8,0,155952,7
5325817,8,0,156997,7
5325828,8,0,158013,7
5325839,8,0,159182,7
5325849,8,0,160439,7
5325859,8,0,161582,7
5325870,8,0,162703,7
5325880,8,0,163612,7
5325891,8,0,164495,7
5325901,8,0,165335,7
5325912,8,0,166518,7
5325922,8,0,167477,7
5325932,8,0,168746,7
5325943,8,0,169892,7
5325953,8,0,170924,7
5325964,8,0,172388,7
5325974,8,0,173197,7
5325985,8,0,174565,7
5325995,8,0,175628,7
5326005,8,0,176661,7
5326016,8,0,177602,7
5326026,8,0,178916,7
5326037,8,0,179951,7
5326047,8,0,181197,7
5326058,8,0,182269,7
5326068,8,0,183242,7
5326079,8,0,184536,7
5326089,8,0,185372,7
5326099,8,0,186300,7
5326110,8,0,187209,7
5326120,8,0,188397,7
5326131,8,0,189521,7
5326142,8,0,190844,7
5326152,8,0,191943,7
5326163,8,0,193055,7
5326174,8,0,194111,7
5326184,8,0,194904,7
5326195,8,0,195966,7
5326205,8,0,196925,7
5326216,8,0,197996,7
5326226,8,0,199028,7
5326237,8,0,200152,7
5326247,8,0,201167,7
5326258,8,0,202307,7
5326268,8,0,203030,7
5326279,8,0,204266,7
5326289,8,0,205325,7
5326299,8,0,206478,7
5326309,8,0,207536,7
5326320,8,0,208688,7
5326331,8,0,209952,7
5326341,8,0,211112,7
5326352,8,0,212318,7
5326362,8,0,213336,7
5326373,8,0,214313,7
5326383,8,0,215054,7
5326393,8,0,216109,7
5326404,8,0,216855,7
5326414,8,0,217746,7
5326425,8,0,218534,7
5326436,8,0,219699,7
5326447,8,0,220730,7
5326457,8,0,221570,7
5326468,8,0,222521,7
5326478,8,0,223203,7
5326488,8,0,224024,7
5326499,8,0,224686,7
5326509,8,0,225639,7
5326520,8,0,226422,7
5326530,8,0,227327,7
5326541,8,0,228140,7
5326551,8,0,229023,7
5326562,8,0,229823,7
5326573,8,0,230630,7
5326584,8,0,231328,7
5326595,8,0,232298,7
5326606,8,0,232582,7
5326616,8,0,233024,7
5326627,8,0,233735,7
5326637,8,0,234209,7
5326650,8,0,234959,7
5326662,8,0,235271,7
5326672,8,0,235900,7
5326685,8,0,236475,7
5326697,8,0,237601,7
5326707,8,0,238127,7
5326718,8,0,239072,7
5326728,8,0,239465,7
5326738,8,0,239940,7
5326749,8,0,240032,7
5326759,8,0,240769,7
5326772,8,0,241849,7
5326783,8,0,241849,7
5326793,8,0,241849,7
5326804,8,0,241849,7
5326815,8,0,241849,7
5326825,8,0,241974,7
5326836,8,0,242595,7
5326847,8,0,243716,7
5326857,8,0,245088,7
5326869,8,0,245997,7
5326879,8,0,245997,7
5326890,8,0,245997,7
5326901,8,0,247196,7
5326911,8,0,247820,7
5326922,8,0,248836,7
5326932,8,0,249749,7
5326942,8,0,250873,7
5326953,8,0,252077,7
5326963,8,0,253136,7
5326974,8,0,254309,7
5326985,8,0,255654,7
5326995,8,0,256861,7
5327006,8,0,257711,7
5327016,8,0,258768,7
5327027,8,0,259775,7
5327037,8,0,260882,7
5327048,8,0,261776,7
5327059,8,0,262805,7
5327069,8,0,263997,7
5327080,8,0,265064,7
5327091,8,0,265816,7
5327101,8,0,267211,7
5327112,8,0,268388,7
5327123,8,0,269526,7
5327133,8,0,270578,7
5327144,8,0,271476,7
5327154,8,0,272408,7
5327165,8,0,273308,7
5327175,8,0,274141,7
5327186,8,0,275233,7
5327196,8,0,276317,7
5327207,8,0,277867,7
5327217,8,0,278576,7
5327229,8,0,279917,7
5327239,8,0,280656,7
5327250,8,0,281534,7
5327260,8,0,282404,7
5327271,8,0,283239,7
5327281,8,0,283825,7
5327292,8,0,284607,7
5327302,8,0,285300,7
5327313,8,0,286308,7
5327324,8,0,287551,7
5327334,8,0,288161,7
5327345,8,0,288161,7
5327355,8,0,288946,7
5327365,8,0,290132,7
5327376,8,0,291384,7
5327387,8,0,292446,7
5327397,8,0,293184,7
5327408,8,0,294444,7
5327418,8,0,295601,7
5327429,8,0,296524,7
5327439,8,0,297639,7
5327449,8,0,298593,7
5327460,8,0,299528,7
5327470,8,0,300584,7
5327481,8,0,301726,7
5327491,8,0,302854,7
5327502,8,0,303822,7
5327512,8,0,304954,7
5327522,8,0,306071,7
5327532,8,0,306923,7
5327543,8,0,308264,7
5327553,8,0,309490,7
5327564,8,0,310819,7
5327574,8,0,311940,7
5327585,8,0,313020,7
5327595,8,0,314388,7
5327606,8,0,315404,7
5327617,8,0,316553,7
5327627,8,0,317411,7
5327638,8,0,318689,7
5327649,8,0,319618,7
5327659,8,0,320612,7
5327670,8,0,321857,7
5327680,8,0,322933,7
5327692,8,0,323900,7
5327703,8,0,325121,7
5327714,8,0,326219,7
5327724,8,0,327257,7
5327735,8,0,328356,7
5327745,8,0,329481,7
5327756,8,0,330566,7
5327766,8,0,331766,7
5327777,8,0,332822,7
5327787,8,0,333962,7
5327797,8,0,334988,7
5327808,8,0,336029,7
5327818,8,0,337121,7
5327829,8,0,338031,7
5327839,8,0,338759,7
5327849,8,0,339941,7
5327860,8,0,341136,7
5327871,8,0,342068,7
5327881,8,0,343237,7
5327892,8,0,344204,7
5327903,8,0,345096,7
5327913,8,0,345807,7
5327923,8,0,346837,7
5327934,8,0,347765,7
5327944,8,0,348761,7
5327955,8,0,349965,7
5327965,8,0,350820,7
