Processo 3 -> print_job : Imprimindo documento...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 1 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 1 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 5 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 1 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> print_job : Imprimindo documento...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> read_from_disk : Lendo dados do disco...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> print_job : Imprimindo documento...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 1 -> print_job : Imprimindo documento...
Processo 4 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 3 -> print_job : Imprimindo documento...
Processo 6 -> print_job : Imprimindo documento...
Processo 3 -> print_job : Imprimindo documento...
Processo 1 -> read_from_disk : Lendo dados do disco...
Processo 5 -> read_from_disk : Lendo dados do disco...
Processo 6 -> read_from_disk : Lendo dados do disco...
