3,print_job,300ms
1,read_from_disk,300ms
5,read_from_disk,300ms
4,print_job,300ms
6,read_from_disk,300ms
5,read_from_disk,100ms
1,read_from_disk,100ms
3,read_from_disk,100ms
6,read_from_disk,300ms
4,read_from_disk,300ms
5,read_from_disk,100ms
3,print_job,300ms
6,read_from_disk,200ms
4,read_from_disk,300ms
3,print_job,300ms
4,read_from_disk,100ms
5,read_from_disk,200ms
6,read_from_disk,100ms
5,print_job,300ms
6,read_from_disk,300ms
1,read_from_disk,100ms
3,read_from_disk,100ms
4,read_from_disk,300ms
1,print_job,200ms
3,read_from_disk,300ms
5,print_job,200ms
6,print_job,300ms
4,read_from_disk,300ms
1,read_from_disk,200ms
6,print_job,200ms
4,read_from_disk,100ms
5,print_job,200ms
3,read_from_disk,200ms
1,read_from_disk,200ms
6,print_job,200ms
3,print_job,200ms
4,read_from_disk,200ms
1,read_from_disk,300ms
4,print_job,100ms
5,read_from_disk,200ms
3,print_job,300ms
6,print_job,300ms
1,print_job,100ms
3,print_job,100ms
5,read_from_disk,300ms
6,read_from_disk,200ms
4,print_job,100ms
5,print_job,200ms
1,print_job,200ms
3,print_job,200ms
6,print_job,100ms
4,read_from_disk,200ms
1,print_job,100ms
3,print_job,300ms
5,read_from_disk,300ms
4,print_job,300ms
6,read_from_disk,100ms
1,print_job,200ms
3,read_from_disk,300ms
4,print_job,100ms
6,read_from_disk,100ms
1,read_from_disk,200ms
6,read_from_disk,300ms
4,read_from_disk,100ms
3,print_job,200ms
5,read_from_disk,100ms
1,read_from_disk,300ms
4,print_job,200ms
6,print_job,200ms
5,read_from_disk,300ms
3,print_job,100ms
1,read_from_disk,200ms
3,print_job,300ms
6,read_from_disk,200ms
5,read_from_disk,200ms
1,read_from_disk,100ms
3,print_job,100ms
5,read_from_disk,200ms
6,read_from_disk,300ms
4,read_from_disk,100ms
4,print_job,200ms
3,read_from_disk,300ms
1,read_from_disk,200ms
6,print_job,100ms
5,print_job,100ms
1,print_job,300ms
4,read_from_disk,100ms
5,print_job,200ms
6,read_from_disk,300ms
3,read_from_disk,300ms
5,read_from_disk,300ms
6,print_job,100ms
1,read_from_disk,300ms
3,print_job,300ms
4,read_from_disk,100ms
4,print_job,300ms
5,read_from_disk,200ms
6,print_job,100ms
3,read_from_disk,200ms
1,read_from_disk,200ms
1,read_from_disk,200ms
4,print_job,200ms
5,read_from_disk,100ms
6,read_from_disk,100ms
1,read_from_disk,200ms
3,print_job,100ms
4,print_job,300ms
6,read_from_disk,300ms
1,read_from_disk,300ms
4,read_from_disk,200ms
3,read_from_disk,100ms
6,read_from_disk,100ms
5,print_job,200ms
3,read_from_disk,300ms
5,print_job,200ms
4,print_job,300ms
6,print_job,200ms
1,print_job,100ms
5,print_job,100ms
6,read_from_disk,100ms
4,read_from_disk,200ms
3,read_from_disk,100ms
1,read_from_disk,300ms
3,read_from_disk,100ms
5,read_from_disk,200ms
6,read_from_disk,100ms
3,read_from_disk,100ms
4,read_from_disk,100ms
1,print_job,200ms
6,read_from_disk,100ms
5,read_from_disk,200ms
5,read_from_disk,305ms
6,read_from_disk,100ms
3,print_job,100ms
4,read_from_disk,100ms
1,read_from_disk,200ms
5,read_from_disk,100ms
1,read_from_disk,300ms
4,print_job,200ms
3,print_job,300ms
6,read_from_disk,300ms
3,read_from_disk,300ms
5,print_job,100ms
6,print_job,100ms
4,read_from_disk,200ms
1,read_from_disk,300ms
6,read_from_disk,100ms
4,print_job,200ms
5,print_job,200ms
3,print_job,100ms
4,print_job,200ms
5,print_job,200ms
3,read_from_disk,100ms
6,print_job,200ms
5,print_job,300ms
1,read_from_disk,100ms
6,read_from_disk,200ms
4,read_from_disk,300ms
6,read_from_disk,200ms
4,print_job,100ms
3,print_job,200ms
5,print_job,300ms
3,print_job,300ms
6,read_from_disk,300ms
3,print_job,100ms
4,read_from_disk,300ms
6,read_from_disk,200ms
5,read_from_disk,100ms
1,read_from_disk,300ms
4,print_job,200ms
5,read_from_disk,100ms
3,print_job,300ms
6,read_from_disk,300ms
3,print_job,100ms
1,print_job,300ms
6,read_from_disk,300ms
5,print_job,300ms
1,read_from_disk,100ms
5,read_from_disk,100ms
4,read_from_disk,100ms
1,print_job,100ms
3,print_job,200ms
4,print_job,200ms
6,read_from_disk,100ms
4,read_from_disk,200ms
5,read_from_disk,100ms
3,print_job,200ms
6,read_from_disk,100ms
1,print_job,100ms
3,read_from_disk,200ms
5,read_from_disk,300ms
4,read_from_disk,300ms
6,read_from_disk,200ms
1,read_from_disk,300ms
4,read_from_disk,100ms
6,print_job,200ms
3,read_from_disk,200ms
4,read_from_disk,200ms
5,print_job,100ms
6,read_from_disk,300ms
3,read_from_disk,300ms
4,read_from_disk,200ms
1,read_from_disk,100ms
5,read_from_disk,200ms
6,print_job,300ms
5,read_from_disk,200ms
6,read_from_disk,100ms
3,print_job,100ms
4,read_from_disk,100ms
1,print_job,100ms
4,read_from_disk,200ms
5,read_from_disk,300ms
3,print_job,100ms
6,print_job,200ms
3,print_job,100ms
1,read_from_disk,300ms
5,read_from_disk,100ms
6,read_from_disk,100ms
4,read_from_disk,300ms
5,print_job,100ms
3,print_job,200ms
4,read_from_disk,100ms
6,print_job,200ms
4,read_from_disk,300ms
5,read_from_disk,300ms
1,read_from_disk,100ms
6,read_from_disk,100ms
3,read_from_disk,300ms
3,read_from_disk,100ms
5,print_job,200ms
6,print_job,200ms
4,read_from_disk,200ms
1,print_job,300ms
1,read_from_disk,200ms
3,read_from_disk,200ms
6,print_job,300ms
4,read_from_disk,300ms
5,read_from_disk,100ms
3,read_from_disk,300ms
6,read_from_disk,300ms
4,read_from_disk,100ms
1,read_from_disk,300ms
5,read_from_disk,300ms
3,read_from_disk,300ms
6,read_from_disk,200ms
4,read_from_disk,100ms
5,read_from_disk,300ms
1,print_job,300ms
3,read_from_disk,200ms
6,read_from_disk,100ms
4,read_from_disk,200ms
5,print_job,200ms
3,read_from_disk,200ms
6,print_job,100ms
4,print_job,200ms
3,read_from_disk,300ms
4,print_job,100ms
5,print_job,100ms
6,read_from_disk,200ms
1,read_from_disk,300ms
5,read_from_disk,100ms
3,read_from_disk,300ms
4,read_from_disk,200ms
6,read_from_disk,100ms
4,read_from_disk,300ms
5,read_from_disk,300ms
6,read_from_disk,200ms
3,print_job,300ms
3,print_job,300ms
4,read_from_disk,300ms
1,print_job,100ms
6,print_job,100ms
5,print_job,300ms
6,read_from_disk,300ms
3,read_from_disk,300ms
4,print_job,200ms
1,read_from_disk,100ms
4,read_from_disk,200ms
5,print_job,200ms
1,read_from_disk,300ms
6,print_job,100ms
3,read_from_disk,100ms
1,read_from_disk,200ms
4,read_from_disk,300ms
3,read_from_disk,100ms
6,read_from_disk,200ms
5,read_from_disk,200ms
5,read_from_disk,100ms
1,read_from_disk,200ms
4,print_job,100ms
6,print_job,300ms
3,read_from_disk,300ms
5,print_job,300ms
6,print_job,200ms
3,read_from_disk,200ms
1,print_job,300ms
3,read_from_disk,100ms
5,read_from_disk,200ms
6,read_from_disk,200ms
4,read_from_disk,300ms
5,print_job,200ms
6,print_job,200ms
3,print_job,300ms
1,print_job,200ms
4,read_from_disk,100ms
1,print_job,100ms
3,print_job,100ms
5,print_job,300ms
4,read_from_disk,300ms
6,read_from_disk,100ms
3,read_from_disk,200ms
4,print_job,300ms
6,read_from_disk,300ms
5,read_from_disk,300ms
3,read_from_disk,100ms
4,read_from_disk,100ms
6,read_from_disk,100ms
1,print_job,200ms
4,read_from_disk,300ms
1,read_from_disk,100ms
5,read_from_disk,300ms
3,read_from_disk,100ms
6,print_job,100ms
5,read_from_disk,300ms
3,read_from_disk,100ms
6,read_from_disk,200ms
1,print_job,100ms
1,read_from_disk,300ms
4,read_from_disk,200ms
6,read_from_disk,200ms
3,read_from_disk,100ms
5,read_from_disk,200ms
4,read_from_disk,100ms
1,read_from_disk,200ms
5,print_job,100ms
6,read_from_disk,100ms
3,read_from_disk,300ms
